StdReturn,AverageReturn,MeanKL,dLoss,AveragePolicyStd,NumTrajs,ExplainedVariance,AverageDiscountedReturn,Entropy,MeanKLBefore,Iteration,MinReturn,Perplexity,LossAfter,LossBefore,MaxReturn,Total cost
28.2955386127,-249.487233608,0.00425728242229,2.95357385122,1.0,204,4.80482320597e-12,-161.766561252,1.4189385332,0.0,0,-307.502838976,4.13273135412,-2.95357385122,-0.0,-174.484363216,255.48826542924317
29.5493802665,-246.854276856,0.00655777840545,4.64751843034,0.989126775797,204,0.901883175495,-159.987588988,1.40800576347,0.0,1,-319.277887005,4.08779523954,-4.64751843034,-2.13605727871e-14,-170.98333263,253.12444671948882
31.6573015203,-255.212840024,0.00337397453189,30.1372379744,0.996404832496,203,0.891190424958,-165.227151271,1.41533688755,0.0,2,-320.000000898,4.11787349266,-30.1372379744,1.21126123381e-14,-170.18504416,259.8457078967767
33.8355832862,-255.587577035,0.00603980248639,49.7862524073,0.979968217208,204,0.892137206123,-166.627404323,1.39870339394,0.0,3,-327.744474297,4.0499453773,-49.7862524073,6.39067844995e-15,-163.115770724,259.74831437210236
32.2357423169,-245.089633021,0.00142737555855,11.5010725848,0.966262307223,204,0.879837642699,-160.003809078,1.38461859114,0.0,4,-314.065402765,3.99330253337,-11.5010725848,-6.71153998085e-15,-169.233197047,250.60408149366697
36.1096498612,-245.118244761,0.00297205727983,23.3922846819,0.966549448629,204,0.873602402997,-160.697433858,1.38491571414,0.0,5,-318.913082548,3.99448921166,-23.3922846819,-3.54548482616e-14,-162.385359779,250.6636849934553
39.1832956714,-250.316646408,0.00191854843327,3.11147804913,0.963751218173,204,0.87254660959,-164.169508013,1.38201644309,0.0,6,-329.277661467,3.98292487692,-3.11147804913,-3.03321308604e-14,-156.184836114,254.85104021851896
40.3806405962,-252.22368296,0.00947083408881,0.118510436869,0.958875626214,204,0.874187729583,-165.405184438,1.37694462957,0.0,7,-323.113943816,3.96277536516,-0.118510436869,-2.36651601851e-14,-154.73025401,257.45552089351384
38.1434096454,-244.305311205,0.00258754512214,3.93036617957,0.936908446602,204,0.864110362488,-159.646274703,1.35376882262,0.0,8,-316.526101989,3.87199091322,-3.93036617957,-2.97560024896e-15,-155.370885462,250.55809080903492
40.1584767486,-245.823588947,0.00135344078933,16.4561107237,0.934524489387,204,0.868685113622,-160.836219603,1.35122108665,0.0,9,-317.474376478,3.86213865849,-16.4561107237,-2.90635733913e-16,-157.298263819,250.6102269169212
34.9687207145,-245.060640512,0.00690837029379,1.45841404337,0.931348005005,203,0.878929867822,-160.168271639,1.34781625865,0.0,10,-313.029956198,3.84901110188,-1.45841404337,2.9341933209e-14,-155.038603946,250.23129434567693
35.4191573404,-245.104943707,0.00548196503794,15.5203075067,0.942458822364,204,0.881900132469,-159.963287029,1.35967548279,0.0,11,-336.789390287,3.89492912515,-15.5203075067,5.10109973145e-14,-148.799365188,250.93130774699523
37.125786376,-232.027286556,0.00640967379532,40.8363734915,0.919254692992,204,0.851115290537,-152.021661307,1.33474647963,0.0,12,-301.340692117,3.79903269215,-40.8363734915,5.90318903349e-14,-145.053085015,238.6614554234931
32.0457865152,-223.464777058,0.00498255904196,22.6108488206,0.916194072524,204,0.85070234006,-146.257119444,1.33141146602,0.0,13,-295.78155907,3.78638396998,-22.6108488206,2.74675985207e-14,-154.525673788,231.96380164393565
38.9692078882,-211.271187983,0.00365620418318,8.88591027385,0.912873723698,203,0.808557154818,-140.016777476,1.32778081605,0.0,14,-311.114308751,3.77266186028,-8.88591027385,1.55138526632e-14,-133.305690503,220.07588314251512
35.4433976736,-207.598012011,0.00149971471344,6.80614349918,0.909112507246,203,0.827325333836,-137.832616685,1.32365211109,0.0,15,-298.837522547,3.75711776312,-6.80614349918,-7.95123407285e-15,-129.587290857,216.93073779107976
38.7533041012,-208.503431951,0.00258456272184,12.4444531584,0.905486855208,204,0.808350323174,-137.980900198,1.31965601483,0.0,16,-306.905745169,3.74213391726,-12.4444531584,-5.99265123993e-14,-122.990258028,219.37874872784695
39.2423223451,-217.901071624,0.00142503748422,7.68689865684,0.903871606437,204,0.821748117525,-142.489581317,1.31787057625,0.0,17,-302.290191364,3.73545852802,-7.68689865684,1.64101504346e-14,-136.615093421,227.30193917907323
39.3380656101,-218.945901182,0.00846413990159,50.4448641197,0.89889288377,204,0.829686895533,-143.028781013,1.31234713117,0.0,18,-313.082916589,3.71488280476,-50.4448641197,4.64497992762e-14,-138.898927097,228.55238591751808
37.232618919,-202.479015883,0.00575683082573,1.66147060218,0.895003677192,204,0.780320373715,-134.660173324,1.30801108108,0.0,19,-294.962615982,3.69880975879,-1.66147060218,1.67127620543e-14,-127.934720167,213.79808656801237
40.5491912835,-200.867657582,0.00168076235863,11.9611610692,0.894322133546,204,0.794115242394,-133.857674179,1.30724929284,0.0,20,-306.265942678,3.69599312199,-11.9611610692,3.85848370939e-14,-111.519403642,213.95675395128217
41.1367297569,-195.967755089,0.00354939149608,0.145038604765,0.897780159412,204,0.790253170603,-131.435694761,1.31110848121,0.0,21,-295.723881805,3.71028421391,-0.145038604765,-4.57590726955e-14,-121.546931898,209.20974667295874
41.8349793633,-195.882402687,0.00705814330913,39.0231519274,0.888788411423,204,0.773237715283,-130.569526157,1.30104245401,0.0,22,-293.626600495,3.67312373507,-39.0231519274,-1.94453197551e-14,-123.653954097,210.94623152580922
37.1534558648,-182.650529946,0.00446555976359,6.7581896791,0.883610760635,204,0.763142360131,-123.808387855,1.29519990387,0.0,23,-291.107059342,3.65172589532,-6.7581896791,8.22333025258e-15,-115.836164956,198.2783697426633
37.0970977323,-171.265611493,0.00329408399703,10.3178229494,0.885679646343,204,0.749905181298,-117.226886741,1.29753856647,0.0,24,-278.650619275,3.66027604415,-10.3178229494,-1.28836272199e-14,-104.862752658,189.3569744425569
34.9938725422,-169.910300818,0.00732727386234,50.7117764103,0.880838239106,204,0.766104595317,-116.703922215,1.29205725275,0.0,25,-270.711156856,3.64026780866,-50.7117764103,3.32282394947e-14,-101.820809892,189.1290755441135
28.5728780113,-155.956951588,0.00740161075278,52.2246672742,0.855729956641,204,0.77499462586,-108.490979597,1.26313810938,0.0,26,-255.705850754,3.53650202247,-52.2246672742,1.98607421115e-14,-107.226305409,177.1162138416231
28.5078593177,-151.58695583,0.00525624852366,19.9207702077,0.843989615343,204,0.752325638676,-105.137663711,1.24932344465,0.0,27,-233.376692776,3.48798234588,-19.9207702077,2.84067478438e-14,-96.2965277683,174.25888554690388
28.7771646159,-148.2963936,0.00979851799579,5.9903086311,0.835689619615,203,0.752780178031,-103.310172287,1.23944052997,0.0,28,-242.309244714,3.4536806933,-5.9903086311,-3.99050268435e-15,-92.7406013049,172.47210309505616
29.4785550885,-140.699394414,0.00698586155468,13.5763073682,0.809434974977,204,0.72000941336,-98.6738229729,1.20751969672,0.0,29,-230.526183413,3.34517730021,-13.5763073682,-1.97332645397e-14,-89.9098098011,168.50831316319665
29.3528459753,-139.63207609,0.00695685067032,38.0981264285,0.791232257514,204,0.719885659788,-97.4258474147,1.18477480407,0.0,30,-227.318765339,3.26995035902,-38.0981264285,-1.55324596992e-14,-85.0873586546,169.0449218842107
26.0221627967,-140.241612762,0.00353743487485,15.6559745684,0.76459438845,204,0.74657259621,-97.556765698,1.15052873626,0.0,31,-227.393844778,3.15986320233,-15.6559745684,-1.17988722566e-14,-87.7734883534,169.7012678416835
27.0113279096,-138.765633645,0.0067583135549,5.21917517221,0.754567683451,204,0.730838427216,-97.1708731439,1.13732823477,0.0,32,-213.277368138,3.11842552421,-5.21917517221,3.02052188369e-14,-91.5925836222,168.81846338546842
28.4873419472,-136.559673263,0.00749729195792,19.29531509,0.758713642502,204,0.711456652837,-96.0056098504,1.14280767782,0.0,33,-236.786732232,3.13555965917,-19.29531509,4.14204816314e-14,-84.1865495648,166.574412590103
27.2620252443,-138.41827931,0.00790520247581,25.8828592294,0.754311734327,203,0.721884893398,-96.7316688065,1.13698897754,0.0,34,-226.345651331,3.11736775524,-25.8828592294,6.57068401806e-14,-88.9973490358,169.9789549544991
23.621154139,-131.416342079,0.00571466395422,15.4865268341,0.715890876412,204,0.728872549008,-93.1964676717,1.08471100232,0.0,35,-214.374666922,2.95858467108,-15.4865268341,6.69601966985e-15,-83.8213606332,163.45551830115764
24.859651204,-134.087354304,0.00753833074026,39.378337436,0.71116952674,204,0.742277591701,-94.8505129055,1.07809408984,0.0,36,-216.406024736,2.93907260125,-39.378337436,1.17736858074e-14,-87.1255550852,167.9687364511997
22.1067699513,-128.42435668,0.0058454167061,16.3477322372,0.700663012071,204,0.785071920159,-91.9825480947,1.06321030109,0.0,37,-203.665883684,2.89565199866,-16.3477322372,2.9961526922e-14,-85.7454518211,162.6207253782741
23.565182591,-130.617933363,0.00444966162227,11.3986198921,0.704991542767,204,0.759624886743,-93.0125746686,1.06936906089,0.0,38,-229.417129512,2.91354065319,-11.3986198921,4.22446659875e-14,-85.6858911716,165.04687029114965
22.5740128164,-128.646801045,0.00397907704869,15.0594145488,0.705688977356,204,0.759820930588,-91.7015305399,1.07035785266,0.0,39,-191.543995324,2.91642296298,-15.0594145488,-6.17970902839e-14,-83.6252064624,164.1199293601756
25.8117772854,-132.025541265,0.0091632082627,9.00098195117,0.69929635452,204,0.720571517073,-93.2646442409,1.06125787588,0.0,40,-238.509401992,2.89000397015,-9.00098195117,1.32999608873e-14,-85.0984431241,166.48326619511852
19.2101323858,-126.555153119,0.00611764877152,12.6135651007,0.705189902655,204,0.795787090173,-90.8126516123,1.06965038623,0.0,41,-186.551315643,2.91436042131,-12.6135651007,-8.43982107498e-14,-86.8743040845,159.92402792165376
23.2688359275,-130.175765206,0.00762504233483,20.2404258874,0.70579496783,204,0.755308524512,-92.5294551871,1.0705080357,0.0,42,-235.91917131,2.91686099313,-20.2404258874,-2.12164413446e-14,-87.4162295589,164.0615337138858
22.540759798,-126.487319978,0.00927485369875,19.6121865284,0.680348323457,204,0.76353832812,-90.6531906231,1.03378816162,0.0,43,-226.514009809,2.81169684807,-19.6121865284,-6.65094417937e-16,-85.9143609253,163.7122303829975
23.9453310885,-126.457505328,0.00696150367732,30.9733625381,0.682548870998,204,0.754698743157,-90.8506553785,1.03701738458,0.0,44,-252.025842277,2.8207911199,-30.9733625381,9.73498381938e-15,-87.6816375298,160.63736302133867
26.7657228661,-130.8160579,0.00594702195011,21.4410881771,0.686508822943,204,0.736263540332,-93.0000078333,1.04280233141,0.0,45,-259.072537819,2.83715653746,-21.4410881771,-2.98812459192e-14,-88.8629978986,164.02041591478016
19.1528969676,-129.712385338,0.0070957561489,36.1242733512,0.682555862947,204,0.792342529104,-92.5605951329,1.0370276284,0.0,46,-195.114933492,2.82082001574,-36.1242733512,-4.23028942741e-15,-87.1804554731,162.09936812660598
23.1054480959,-130.027227639,0.00600418461826,3.14411625879,0.694522804637,204,0.755883470509,-92.2433746968,1.05440825193,0.0,47,-209.067692759,2.87027617088,-3.14411625879,6.78906285386e-15,-91.2025353889,163.1962925889438
20.9290543556,-126.858980599,0.00663670641253,10.6955476813,0.696573728737,204,0.783980841404,-90.6204036476,1.05735689789,0.0,48,-193.21080904,2.87875208921,-10.6955476813,-1.01890141484e-14,-85.97535925,160.83675043271194
24.6427221505,-130.777022114,0.00767994186532,24.1480247491,0.68685292064,204,0.732989970806,-92.3566968815,1.04330343421,0.0,49,-204.738685821,2.8385786008,-24.1480247491,1.585619677e-15,-80.9529185239,165.93479973101637
23.6017621423,-129.389994625,0.00619134987567,17.4545786527,0.663768603584,204,0.736600740875,-91.8360046593,1.00911685438,0.0,50,-228.589543243,2.74317731991,-17.4545786527,-2.30723755787e-15,-85.7609051558,164.09200658177542
20.7000760869,-130.633958598,0.0075473653019,25.1809639798,0.662264460467,204,0.781576982883,-92.5295185986,1.0068482175,0.0,51,-211.209804939,2.73696110049,-25.1809639798,5.72124830029e-15,-89.7312008719,164.07476912325495
18.4658125504,-126.288873815,0.0046598852248,11.6562604514,0.675497399858,204,0.808363195553,-90.5996258259,1.0266325624,0.0,52,-226.294961509,2.79164928402,-11.6562604514,2.65931147326e-14,-88.8182390279,160.07704496273948
20.9626200598,-127.774978139,0.00764979194337,47.1160639985,0.682700994753,204,0.771116163232,-90.9696344962,1.03724023573,0.0,53,-214.380577826,2.82141980651,-47.1160639985,4.14236355448e-14,-84.6226973865,161.75393784572427
19.623982006,-126.080607477,0.00904457816424,33.2675725488,0.662175068672,204,0.7823452279,-90.2602157825,1.00671322939,0.0,54,-193.782476872,2.73659166822,-33.2675725488,9.05261935817e-15,-84.2812565902,161.26614969234484
18.088023659,-123.403616856,0.00602114718598,13.3751053416,0.647719332632,204,0.799014265993,-88.7835910714,0.984640728093,0.0,55,-174.003589213,2.67684999464,-13.3751053416,-3.49812659484e-14,-82.4586244622,160.1954072686776
18.5199218516,-123.792168827,0.00741962401467,17.1928729549,0.660759738593,204,0.804481810592,-89.3245633316,1.00457354629,0.0,56,-203.824695528,2.73074248922,-17.1928729549,9.42307051272e-15,-86.246978949,158.75636547387924
19.3917391446,-128.593700884,0.00889832763836,4.4558522794,0.675553435531,204,0.795215672712,-91.5387186414,1.02671551365,0.0,57,-221.918145999,2.79188086441,-4.4558522794,3.4790897404e-14,-90.3707266234,163.39568403728725
17.8413190379,-126.458438603,0.00656738767097,3.29745926356,0.658163895642,204,0.809654211596,-90.6308048028,1.00063723606,0.0,58,-182.433572231,2.72001456767,-3.29745926356,9.60567490851e-15,-81.7861723244,161.96803557756323
18.1775741602,-124.693931374,0.00773210339036,14.9828817501,0.661538501292,204,0.804585624707,-89.9329274894,1.0057514391,0.0,59,-172.07568677,2.73396090625,-14.9828817501,-2.58754199938e-14,-82.5859113072,161.33316435987422
19.0325395871,-124.805662151,0.00994643881061,1.55973672986,0.644201143042,204,0.802927442093,-89.7817414537,0.979194265476,0.0,60,-186.469379666,2.66231026221,-1.55973672986,2.61370231481e-14,-83.5966103005,162.22106611591246
17.42670306,-123.050893528,0.00752321417917,7.51537187004,0.62739237799,204,0.812235150895,-88.7672676943,0.95275540134,0.0,61,-176.924920234,2.59284415186,-7.51537187004,-6.35373255686e-16,-79.969433575,162.88453466012663
24.3495748003,-124.289274574,0.00666664323861,25.4601163082,0.630748244773,204,0.732328758554,-89.3840161345,0.958090058978,0.0,62,-248.843908886,2.60671304773,-25.4601163082,1.16269304027e-14,-84.6160623441,163.67396214161028
22.0492907618,-127.332951341,0.00587021977615,12.1511387212,0.636726461669,204,0.758436726377,-90.6270432697,0.967523401036,0.0,63,-217.823007674,2.63141941214,-12.1511387212,-2.86596322315e-14,-83.9392433187,166.23017296278388
20.4340912154,-124.216381368,0.00727897202178,21.7433917937,0.648390674494,204,0.77632441547,-89.4354520501,0.985676661645,0.0,64,-184.588889577,2.6796244702,-21.7433917937,-1.06102948562e-14,-83.7197687078,161.89214847097514
22.7731326652,-126.702701592,0.00646947435651,27.1297387718,0.639398975553,204,0.754930124521,-90.4848471981,0.971711888647,0.0,65,-230.978749765,2.64246419406,-27.1297387718,-8.49737079007e-15,-88.3777343635,164.2660421392269
21.3409689384,-124.341443703,0.00632322264042,8.74182084895,0.665915909393,204,0.775487171954,-89.235664039,1.01234665462,0.0,66,-195.340938025,2.75205155796,-8.74182084895,1.44503612949e-14,-80.9376938404,160.939465957494
18.1715535283,-121.692705579,0.00662565797017,30.1965422159,0.676843498182,203,0.801360219397,-87.9696685103,1.02862333081,0.0,67,-182.274379153,2.79721234677,-30.1965422159,5.36333501187e-15,-82.303076206,158.41658269360028
18.0262800011,-121.515110932,0.00683354857869,10.098010412,0.672827227043,204,0.802114261991,-87.6242940012,1.02267183032,0.0,68,-182.706615847,2.78061417711,-10.098010412,-3.53962395093e-15,-82.8169151756,158.7729484330042
20.6045921487,-120.55674852,0.00810040492674,5.87430946612,0.653964426862,204,0.779772019606,-87.4734759141,0.994236211024,0.0,69,-183.310811934,2.70265929138,-5.87430946612,-1.94804240608e-14,-83.3950100487,157.98575244791115
22.8781573445,-127.288261732,0.00649613577417,19.2838446732,0.680208233894,204,0.756553241391,-90.8081013987,1.03358223183,0.0,70,-222.122922718,2.81111789555,-19.2838446732,2.13200474876e-14,-84.3597117618,163.24734284809986
21.861163993,-127.832803103,0.00624329917977,11.5313540587,0.67955697919,204,0.769229865481,-90.878393906,1.03262433888,0.0,71,-187.221451598,2.80842643481,-11.5313540587,6.07259302259e-15,-84.6005726409,163.5340523868713
22.6764408989,-124.398681238,0.00628723679501,33.8485033389,0.674878617289,204,0.755078783394,-89.0369581541,1.02571610269,0.0,72,-205.394841645,2.7890920219,-33.8485033389,-1.4311086525e-14,-85.0671921288,160.82139920657644
20.9966815706,-126.864346221,0.00719352231685,2.57938943189,0.701748980698,204,0.777706184776,-90.3871201696,1.06475901695,0.0,73,-213.636627603,2.90014001526,-2.57938943189,-4.18075130313e-15,-85.7591518432,161.42402070011084
21.9626584148,-125.876118062,0.00689812624601,23.6892616294,0.678188514165,204,0.766980127686,-89.8681279323,1.03060854801,0.0,74,-213.672230197,2.8027709365,-23.6892616294,2.65487449968e-14,-83.7341316252,162.210190051323
20.2860067163,-119.649209014,0.00870369382517,7.08910922415,0.656272490745,204,0.765650139919,-86.5466486985,0.997759339153,0.0,75,-184.582654512,2.71219789935,-7.08910922415,1.65620819073e-14,-81.2487786462,157.92057405751996
19.325172976,-120.708747597,0.00915671674692,17.9449427542,0.668341322868,204,0.775672331967,-87.2380382372,1.01598225964,0.0,76,-172.759469121,2.76207514027,-17.9449427542,1.4566570385e-14,-84.0475044776,158.28722831636313
19.788032835,-120.848463806,0.00686867580745,10.0936901827,0.682684455677,204,0.78454792475,-87.5519819212,1.03721600949,0.0,77,-184.130438958,2.82135145495,-10.0936901827,2.49214823721e-15,-84.0586062624,155.83782345732254
22.2225474858,-124.489672688,0.00628379306415,10.5067901877,0.682900647741,204,0.760528748886,-89.2999480837,1.0375326387,0.0,78,-189.183632419,2.82224491867,-10.5067901877,-5.10817952331e-14,-85.6622180992,160.07604703739483
23.0329478149,-123.177644461,0.00633239913636,5.9358795288,0.682170187054,204,0.749983261649,-88.4358917693,1.03646242207,0.0,79,-182.766450119,2.81922612088,-5.9358795288,1.80686086805e-14,-82.4570833478,159.00224669712372
22.8665036035,-122.398082278,0.00793603793841,35.848771692,0.65763585878,204,0.747165562677,-87.9263447307,0.999834626253,0.0,80,-187.188512899,2.71783233318,-35.848771692,-2.95477312944e-14,-80.6758928997,159.7768287975047
25.1759481261,-125.235267291,0.00654701735586,19.8929139427,0.657583613487,204,0.736492265688,-89.1717134705,0.99975517899,0.0,81,-205.139905315,2.71761641741,-19.8929139427,8.92506720933e-15,-83.1024625776,163.4953465814341
20.4756359113,-123.122195182,0.00795907335673,5.95843829579,0.683076449634,204,0.767268753875,-88.3401414164,1.03779003964,0.0,82,-186.58503793,2.82297146066,-5.95843829579,6.51954067721e-16,-85.8276895743,159.4677788972177
20.7032285921,-120.568173003,0.00940075379179,23.0466039765,0.670534515813,204,0.770730617909,-87.2871114223,1.01925843334,0.0,83,-184.248209318,2.77113901752,-23.0466039765,3.88522121123e-14,-86.7164889935,157.3837633722447
20.5824277592,-123.751357872,0.00619449101475,17.6577135557,0.691192515448,204,0.774201546306,-88.9462450849,1.04960164331,0.0,84,-194.203037349,2.85651298033,-17.6577135557,-1.40312851042e-14,-79.4592810706,158.89289633512936
18.065931092,-122.78665113,0.00977205964643,18.280530399,0.699623897595,204,0.791194464742,-87.8843198604,1.06172615572,0.0,85,-191.192347885,2.89135761768,-18.280530399,2.1615989242e-14,-87.3520309559,158.7385648587534
21.4217747323,-121.775109756,0.00739211238569,20.9612974509,0.680711471175,204,0.741343255861,-87.1054984824,1.03432178656,0.0,86,-203.320174282,2.81319764004,-20.9612974509,5.47655588372e-16,-84.2720587419,160.4899353308302
22.0454378932,-125.317871447,0.00619302513654,7.38864227273,0.696532612898,204,0.748699969163,-89.1066998877,1.05729787032,0.0,87,-189.438937803,2.87858216849,-7.38864227273,-1.1627452511e-14,-87.0456006766,161.70470576615023
24.4382772389,-126.508545216,0.00875997249683,7.2372778795,0.677428500766,204,0.727197701807,-89.4088346166,1.02948726748,0.0,88,-192.558513526,2.79963000529,-7.2372778795,2.82903553084e-14,-83.4307303503,163.68798763777014
24.532440178,-125.882047305,0.00590264375192,15.4650112596,0.703697707824,204,0.741395236368,-89.5124355023,1.06753212587,0.0,89,-194.150136526,2.90819358095,-15.4650112596,-1.00477447719e-14,-80.4826676886,162.76669278821174
22.4404220672,-120.567779842,0.00631825268929,21.89397144,0.694965385059,204,0.730831578176,-86.6196446494,1.05504529288,0.0,90,-186.430523664,2.87210523686,-21.89397144,8.76941211663e-15,-84.7109220041,158.455354201058
21.1097249259,-122.760323097,0.00753155713107,16.1177133599,0.685409416747,204,0.745516888996,-87.8812281117,1.04119960262,0.0,91,-220.071300251,2.832612987,-16.1177133599,-3.46613486813e-15,-87.3993897412,159.67129910911626
22.7043170018,-125.388719322,0.00623218401665,11.1955586083,0.688749038045,204,0.743150400234,-89.4022496371,1.04606021802,0.0,92,-194.791708252,2.84641474465,-11.1955586083,7.1198331449e-14,-86.7111763988,161.26474131910413
21.2950477628,-123.952761979,0.00689197077599,18.8276145202,0.681745420965,204,0.758735357398,-88.8113080322,1.03583955934,0.0,93,-206.823439067,2.81747067675,-18.8276145202,-3.16670600395e-16,-84.807774043,159.72029075214726
22.7756660603,-123.109832472,0.00675307395612,27.2902212243,0.692724416156,204,0.744467518243,-88.5549737305,1.05181550644,0.0,94,-220.230937331,2.86284391442,-27.2902212243,-3.18283070144e-14,-81.7689728414,158.36683916421214
22.4128030719,-125.300097619,0.00593083928907,13.3689058802,0.694245251662,204,0.750193695417,-89.2691239005,1.05400854086,0.0,95,-188.707845286,2.86912911899,-13.3689058802,2.11086107517e-14,-82.9926248341,160.96291259131218
22.3288306918,-123.991561181,0.00738766254638,19.1428872875,0.686550259429,204,0.759722708893,-88.7962805937,1.04286268786,0.0,96,-195.505724386,2.83732778332,-19.1428872875,-1.69505187856e-14,-85.2548387349,160.2254140835335
20.8823650526,-124.450947171,0.00600481087297,16.5032787575,0.681170672562,204,0.764121231482,-88.7839243418,1.03499614947,0.0,97,-183.444319475,2.815095396,-16.5032787575,5.61825683774e-15,-87.7907563425,160.5841064667572
19.8254800979,-121.150846177,0.00673475451376,28.6970070637,0.698947361405,204,0.770683134007,-87.2289226506,1.06075868805,0.0,98,-191.337116416,2.88856167536,-28.6970070637,4.91014498881e-15,-84.2923418377,156.89678983918157
21.809164162,-123.433815937,0.00744909250218,9.34150275724,0.697565081937,203,0.757590491904,-88.3057009542,1.058779071,0.0,99,-190.914352208,2.88284908566,-9.34150275724,-6.3287660777e-15,-88.7905829855,158.79915274985254
